cust_id,cust_price_sensitivity,cust_lifestage,total_spend,no_trans
CUST0000554776,XX,OT,24.16,4
CUST0000554969,MM,,332.71,43
CUST0000555011,MM,OT,139.51,35
CUST0000555247,UM,OA,778.76,111
CUST0000555393,MM,OT,225.2,18
CUST0000555528,UM,,47.31,5
CUST0000555784,UM,OA,601.06,70
CUST0000555791,UM,YA,428.49,47
CUST0000555858,LA,OA,58.86,16
CUST0000555929,UM,OT,618.94,72
CUST0000556279,UM,YF,2454.04,167
CUST0000556584,MM,OT,1902.38,93
CUST0000556589,LA,OT,31.34,5
CUST0000556668,MM,OT,6005.34,167
CUST0000556728,UM,,643.76,42
CUST0000556820,MM,YA,378.84,89
CUST0000556890,UM,OT,20.32,2
CUST0000556920,MM,OT,36.35,1
CUST0000557099,XX,YF,10.88,2
CUST0000557102,MM,YA,1149.75,64
CUST0000557313,UM,OT,344.67,26
CUST0000557384,UM,YA,193.24,19
CUST0000557389,MM,YA,603.95,151
CUST0000557718,UM,OT,5355.39,87
CUST0000557852,MM,OA,1784.82,199
CUST0000557898,MM,OT,516.07,27
CUST0000558163,LA,OT,519.3,10
CUST0000558202,MM,OT,5496.15,458
CUST0000558339,MM,,5410.15,624
CUST0000558367,XX,YF,23.55,2
CUST0000558394,MM,,28.37,1
CUST0000558567,XX,OT,6.06,1
CUST0000558717,MM,OT,824.02,63
CUST0000558853,LA,OA,33.81,3
CUST0000558880,UM,YF,2430.68,65
CUST0000559052,LA,OA,1269.68,104
CUST0000559360,MM,,2444.41,165
CUST0000559823,MM,,250.36,41
CUST0000559848,LA,,1617.17,84
CUST0000560001,MM,OT,401.65,40
CUST0000560209,XX,OT,2.81,1
CUST0000560317,LA,OT,252.72,13
CUST0000560332,MM,OT,174.32,36
CUST0000560629,UM,OA,18.62,1
CUST0000561099,UM,YA,1088.84,96
CUST0000561300,MM,OT,1829.29,252
CUST0000561396,LA,PE,100.92,4
CUST0000561413,UM,,864.02,45
CUST0000561506,MM,YA,1558.51,161
CUST0000561978,UM,YA,668.48,110
CUST0000562188,UM,OT,55.35,23
CUST0000562306,MM,OT,1044.03,121
CUST0000562468,MM,OT,13.54,4
CUST0000562526,XX,OT,6.19,1
CUST0000562569,LA,OT,46.86,38
CUST0000562821,LA,OT,141.68,57
CUST0000562988,MM,OA,298.92,61
CUST0000563076,XX,,16.1,1
CUST0000563161,XX,OT,7.95,1
CUST0000563509,XX,OT,8.87,1
CUST0000563557,MM,YA,56.34,13
CUST0000563675,UM,OT,1006.19,198
CUST0000563760,LA,,32.84,1
CUST0000563785,MM,OT,124.69,30
CUST0000564087,UM,OT,11.49,4
CUST0000564261,XX,OT,0.06,2
CUST0000564400,MM,PE,3319.45,232
CUST0000564613,MM,YF,140.95,3
CUST0000564620,UM,OA,992.71,135
CUST0000564834,MM,OA,49.18,10
CUST0000565188,LA,OT,85.52,2
CUST0000565377,UM,YA,67.15,24
CUST0000565426,LA,OT,85.46,29
CUST0000565865,MM,OA,125.81,34
CUST0000566123,UM,,1335.84,104
CUST0000566133,XX,OT,3.38,1
CUST0000566259,UM,OA,973.85,195
CUST0000566419,MM,OT,125.63,17
CUST0000566571,LA,OA,2380.06,592
CUST0000566691,MM,YA,190.11,29
CUST0000566711,LA,OF,1226.67,75
CUST0000566919,MM,OT,21.84,1
CUST0000566977,MM,OT,1158.06,46
CUST0000567102,LA,OT,716.29,73
CUST0000567162,MM,YF,266.0,51
CUST0000567295,MM,OT,1570.99,261
CUST0000567454,MM,OT,221.68,25
CUST0000568005,LA,YF,1455.12,64
CUST0000568084,UM,,66.49,5
CUST0000568148,UM,OA,442.58,115
CUST0000568232,UM,OT,829.26,17
CUST0000568633,LA,OT,116.01,9
CUST0000568724,UM,PE,2029.54,301
CUST0000568818,UM,,729.48,72
CUST0000568930,MM,YA,4512.93,291
CUST0000569214,MM,YA,1077.0,117
CUST0000569235,UM,OT,27.09,1
CUST0000569300,MM,OT,250.92,54
CUST0000569377,MM,OT,1000.23,23
CUST0000569531,MM,PE,1015.39,109
CUST0000569576,XX,OT,12.52,1
CUST0000569626,LA,OT,65.21,4
CUST0000569812,MM,OF,139.86,23
CUST0000569835,UM,OT,526.82,98
CUST0000570003,XX,,19.26,1
CUST0000570062,XX,OT,17.22,2
CUST0000570070,LA,OT,17.85,3
CUST0000570249,UM,,290.83,10
CUST0000570805,MM,OT,1356.67,65
CUST0000571077,MM,OF,24.34,13
CUST0000571159,XX,PE,30.01,4
CUST0000571394,MM,YA,78.6,19
CUST0000571445,MM,YA,1331.8,138
CUST0000571697,UM,OT,290.26,40
CUST0000571753,MM,OT,70.11,1
CUST0000571830,MM,OT,1453.85,110
CUST0000571895,LA,OF,69.2,13
CUST0000572204,MM,OT,52.12,2
CUST0000572321,UM,YA,367.78,77
CUST0000572442,MM,OA,1203.21,40
CUST0000572613,UM,OT,213.35,26
CUST0000573047,MM,OA,1870.15,225
CUST0000573324,LA,OF,698.36,59
CUST0000573349,MM,OF,1592.89,150
CUST0000573587,XX,OT,332.64,3
CUST0000573657,UM,OT,393.17,32
CUST0000573675,LA,OT,703.44,29
CUST0000573703,LA,OF,137.68,15
CUST0000573752,UM,OT,141.52,22
CUST0000573884,LA,OF,1541.85,217
CUST0000574199,MM,OT,2600.49,150
CUST0000574637,UM,OT,2521.09,222
CUST0000574975,LA,OT,162.54,15
CUST0000575003,MM,OT,903.94,93
CUST0000575098,LA,OT,1151.92,189
CUST0000575954,MM,YF,1269.8,53
CUST0000576033,MM,OT,38.95,3
CUST0000576210,UM,PE,2100.36,142
CUST0000576401,XX,OT,3.09,1
CUST0000576479,XX,OT,37.23,1
CUST0000576558,MM,OT,165.96,14
CUST0000577810,LA,PE,249.25,61
CUST0000577947,MM,YA,1130.01,162
CUST0000578260,MM,PE,145.19,13
CUST0000578476,LA,OT,540.19,22
CUST0000578661,MM,OT,3308.37,131
CUST0000578851,LA,,3723.54,299
CUST0000578938,MM,OT,17.01,1
CUST0000579095,LA,OT,222.8,36
CUST0000579396,MM,OT,502.47,108
CUST0000579771,LA,YF,1208.54,54
CUST0000579835,MM,PE,2343.0,64
CUST0000579898,XX,OT,9.83,1
CUST0000580080,MM,OT,770.79,121
CUST0000580148,MM,YA,100.31,35
CUST0000580333,UM,OA,82.94,11
CUST0000580999,UM,YA,1626.22,297
CUST0000581032,XX,OT,1.66,1
CUST0000581084,XX,OT,6.13,1
CUST0000581338,UM,OT,19.32,1
CUST0000582064,LA,,171.85,28
CUST0000582126,UM,OT,848.69,93
CUST0000582166,MM,OT,2178.77,157
CUST0000582179,LA,YA,1437.35,133
CUST0000582217,LA,,1400.4,112
CUST0000582528,UM,OT,449.05,46
CUST0000582565,LA,OT,63.5,16
CUST0000582960,MM,OT,46.92,1
CUST0000583043,MM,YA,754.9,104
CUST0000583287,MM,OT,24.28,2
CUST0000583299,MM,YF,310.01,64
CUST0000583303,XX,OT,17.27,7
CUST0000583524,LA,OT,66.91,7
CUST0000583570,MM,OT,137.09,30
CUST0000583655,MM,OT,188.95,42
CUST0000583710,UM,,2535.54,183
CUST0000583841,XX,YF,3.92,4
CUST0000583944,XX,YA,11.82,2
CUST0000584170,MM,OT,39.26,1
CUST0000584194,UM,OT,30.49,1
CUST0000584873,UM,OT,260.92,11
CUST0000584930,UM,,3369.17,268
CUST0000585013,UM,OA,2842.64,166
CUST0000585638,UM,YA,1890.39,209
CUST0000585874,LA,,3603.61,220
CUST0000585963,XX,OT,0.96,1
CUST0000586117,UM,PE,171.12,13
CUST0000586284,LA,YF,652.33,78
CUST0000586590,UM,OF,204.88,34
CUST0000586811,UM,OT,4583.58,284
CUST0000587521,LA,YF,1132.14,266
CUST0000587537,XX,OT,9.49,1
CUST0000587584,MM,YA,2660.09,414
CUST0000587787,MM,YF,3398.6,183
CUST0000587903,MM,OT,401.16,20
CUST0000588050,UM,OT,19.94,1
CUST0000588201,UM,YA,248.43,18
CUST0000588300,MM,,857.43,44
CUST0000588390,MM,OT,3800.99,138
CUST0000588614,LA,YA,1072.53,154
CUST0000588654,MM,OT,422.58,39
CUST0000588744,XX,OT,2.63,1
CUST0000588827,MM,YA,587.46,98
CUST0000589174,UM,OT,68.2,14
CUST0000589225,UM,OT,50.51,12
CUST0000589449,LA,OT,2186.71,154
CUST0000589596,MM,OA,1507.01,162
CUST0000589718,LA,OA,1026.38,140
CUST0000589724,MM,OT,611.65,86
CUST0000589818,UM,OA,53.85,36
CUST0000590174,MM,OT,56.82,21
CUST0000590182,MM,OT,9.07,5
CUST0000590320,MM,YF,161.16,14
CUST0000590653,LA,YF,2297.72,156
CUST0000591215,MM,YA,245.86,108
CUST0000591268,XX,OT,7.24,2
CUST0000591488,LA,OT,229.55,12
CUST0000591774,MM,PE,403.24,63
CUST0000591919,MM,OA,1723.98,96
CUST0000592165,LA,YF,2755.63,82
CUST0000592884,LA,YF,2405.67,280
CUST0000593365,MM,OT,323.83,82
CUST0000593659,UM,OT,86.33,15
CUST0000593878,MM,OT,112.09,16
CUST0000594351,UM,OT,211.71,53
CUST0000594451,UM,PE,43.96,10
CUST0000594479,UM,OA,26.21,6
CUST0000594668,LA,OA,3041.65,148
CUST0000594701,MM,YF,1215.27,88
CUST0000594734,XX,PE,9.82,2
CUST0000594823,UM,,27.97,5
CUST0000595140,UM,,230.21,33
CUST0000595333,UM,YA,311.61,43
CUST0000595380,MM,YF,5793.77,305
CUST0000595400,MM,OT,227.57,10
CUST0000595430,MM,YF,1695.66,163
CUST0000595675,MM,YA,3083.37,636
CUST0000595767,MM,OT,287.76,15
CUST0000596825,UM,YA,434.47,27
CUST0000596834,XX,OT,11.47,2
CUST0000597294,UM,YF,1863.81,67
CUST0000597356,XX,,6.96,1
CUST0000597770,UM,OA,3966.15,127
CUST0000597790,UM,OT,36.63,1
CUST0000598011,MM,,2408.06,144
CUST0000598026,UM,OF,1569.49,124
CUST0000598853,XX,OT,12.28,1
CUST0000599314,UM,OT,46.58,4
CUST0000599366,LA,OT,163.43,20
CUST0000599487,UM,OT,19.47,1
CUST0000600338,LA,YF,1442.16,235
CUST0000601096,MM,OT,17.55,1
CUST0000601102,MM,OT,5110.58,599
CUST0000601659,LA,OF,109.03,18
CUST0000601812,MM,OT,11.69,3
CUST0000602024,LA,YA,1476.06,184
CUST0000602654,MM,YF,1099.01,34
CUST0000602766,UM,YF,790.05,32
CUST0000603155,UM,YA,1427.66,69
CUST0000603403,UM,OT,383.67,85
CUST0000603535,MM,YA,93.97,22
CUST0000603536,MM,OT,2538.48,153
CUST0000603565,MM,OT,39.64,2
CUST0000603604,MM,OA,1045.25,97
CUST0000603688,MM,,2758.73,401
CUST0000603772,XX,OT,12.71,1
CUST0000603826,XX,OT,5.28,1
CUST0000604366,UM,OT,529.96,19
CUST0000604610,UM,PE,339.46,18
CUST0000604900,XX,OT,7.92,1
CUST0000605174,UM,OA,1812.83,154
CUST0000605341,LA,YF,125.05,8
CUST0000605594,MM,OT,51.08,15
CUST0000605708,LA,YF,163.5,47
CUST0000605952,XX,,4.6,1
CUST0000606154,MM,OT,52.16,1
CUST0000606400,LA,PE,700.19,181
CUST0000606858,MM,OT,122.32,12
CUST0000607068,UM,OT,40.3,7
CUST0000607616,UM,OT,636.27,111
CUST0000607766,MM,,1840.01,97
CUST0000608508,MM,YA,5772.0,331
CUST0000608511,LA,OA,2680.79,74
CUST0000608620,MM,OT,6968.42,508
CUST0000608663,LA,OT,22.06,2
CUST0000609232,MM,YF,12199.7,583
CUST0000609421,MM,OT,2672.77,138
CUST0000609569,LA,PE,266.38,26
CUST0000609675,UM,OA,3091.82,618
CUST0000610012,UM,OT,46.79,7
CUST0000610089,UM,PE,2810.18,366
CUST0000610284,MM,OT,93.76,14
CUST0000610382,LA,PE,239.08,22
CUST0000610428,LA,OT,3017.18,174
CUST0000610573,UM,OT,294.04,63
CUST0000610595,MM,,1651.87,167
CUST0000610674,LA,YF,73.85,13
CUST0000610945,LA,OT,31.88,1
CUST0000611030,LA,OT,888.61,71
CUST0000611042,XX,OT,1.93,1
CUST0000611134,MM,YA,3209.03,258
CUST0000611296,MM,OF,1059.98,174
CUST0000611481,MM,OT,680.5,30
CUST0000611695,UM,,86.88,2
CUST0000611821,LA,OT,198.18,17
CUST0000611895,MM,OA,359.09,113
CUST0000611953,MM,OF,362.26,54
CUST0000612210,UM,PE,578.73,194
CUST0000612267,LA,OF,2773.16,121
CUST0000612371,UM,,368.83,16
CUST0000612480,XX,OT,2.64,1
CUST0000612498,MM,OT,5082.76,67
CUST0000612602,MM,,4382.87,239
CUST0000612909,UM,OT,1726.53,57
CUST0000613005,XX,OF,2.16,1
CUST0000613366,UM,,355.7,38
CUST0000613502,MM,OT,4895.43,261
CUST0000613659,LA,OT,29.56,1
CUST0000613769,MM,YF,893.34,145
CUST0000614041,UM,OA,24.06,1
CUST0000614175,MM,YF,1396.45,89
CUST0000614278,MM,YA,2125.1,131
CUST0000614343,UM,YA,179.33,41
CUST0000614846,LA,YF,274.36,34
CUST0000615196,MM,OT,1890.89,102
CUST0000615362,UM,YA,150.42,13
CUST0000615814,UM,,328.38,50
CUST0000615829,MM,YA,1274.87,276
CUST0000616267,MM,OT,2782.23,186
CUST0000616432,MM,OT,24.65,1
CUST0000616650,MM,OT,2933.4,153
CUST0000616695,LA,,146.72,9
CUST0000616718,MM,PE,1708.03,146
CUST0000617762,XX,OT,9.48,1
CUST0000618249,MM,OT,97.14,4
CUST0000618279,MM,OT,88.3,11
CUST0000618541,XX,,11.93,2
CUST0000618726,XX,OT,6.73,1
CUST0000618910,MM,OT,2277.9,347
CUST0000618985,UM,OT,1655.85,140
CUST0000619015,LA,OT,78.6,4
CUST0000619031,XX,OT,5.48,3
CUST0000619072,UM,YA,831.41,12
CUST0000619787,UM,PE,3386.27,493
CUST0000620035,UM,YA,195.37,23
CUST0000620170,XX,OT,4.81,1
CUST0000620533,MM,OT,1703.79,111
CUST0000620656,MM,OT,1019.04,111
CUST0000620786,LA,OT,391.35,53
CUST0000620867,UM,OT,4696.93,88
CUST0000620921,UM,OT,22.62,1
CUST0000620929,LA,YF,1879.27,130
CUST0000621445,UM,OT,683.9,40
CUST0000621694,UM,OT,142.6,17
CUST0000621772,LA,OF,4247.66,363
CUST0000621860,MM,PE,2351.53,136
CUST0000622126,MM,,3905.38,385
CUST0000622531,LA,OT,1591.68,141
CUST0000622665,LA,OT,1993.36,225
CUST0000622978,MM,OT,14.58,1
CUST0000623087,UM,OT,44.45,9
CUST0000623303,LA,OT,3308.91,187
CUST0000623394,LA,YF,68.72,9
CUST0000623415,UM,,402.45,84
CUST0000623801,LA,OT,524.88,173
CUST0000623970,XX,OT,6.42,1
CUST0000624170,MM,YF,2213.29,38
CUST0000624683,UM,OT,1887.59,52
CUST0000624842,LA,OT,1551.8,191
CUST0000624980,XX,OT,9.86,1
CUST0000625484,LA,OT,173.16,37
CUST0000625641,MM,OT,46.46,1
CUST0000626587,LA,OF,5.94,1
CUST0000626899,LA,OT,2025.36,182
CUST0000627626,MM,OT,3283.85,280
CUST0000627983,MM,YF,3201.88,188
CUST0000628056,LA,OF,467.23,86
CUST0000628301,MM,OT,51.33,1
CUST0000628533,MM,,736.83,94
CUST0000628705,UM,YA,578.79,33
CUST0000628773,MM,OT,1747.75,182
CUST0000628932,LA,OT,14.39,2
CUST0000629003,MM,OT,152.06,10
CUST0000629332,UM,OA,1726.07,158
CUST0000629569,UM,YA,2331.65,189
CUST0000629704,LA,YF,5431.62,316
CUST0000629728,MM,,1628.56,60
CUST0000629791,XX,OT,1.14,1
CUST0000631020,LA,YF,427.85,68
CUST0000631445,MM,OA,366.48,33
CUST0000631712,MM,YF,3599.36,203
CUST0000631798,LA,OT,259.56,82
CUST0000631856,UM,OT,1624.18,84
CUST0000632050,UM,YA,2042.35,78
CUST0000632761,UM,OT,556.72,44
CUST0000633060,XX,OT,12.87,1
CUST0000633336,UM,,946.48,51
CUST0000633360,UM,OT,44.28,3
CUST0000633407,MM,YF,3223.0,92
CUST0000633460,LA,PE,1078.04,34
CUST0000633483,MM,OT,194.48,21
CUST0000633837,UM,OT,22.62,4
CUST0000633868,MM,OT,65.24,11
CUST0000634199,MM,,562.97,67
CUST0000634671,LA,,1905.64,310
CUST0000634693,LA,YF,2158.67,300
CUST0000634784,LA,OA,3278.6,248
CUST0000634919,MM,PE,2411.16,61
CUST0000635024,UM,OA,516.21,76
CUST0000635153,UM,OT,377.49,57
CUST0000635526,LA,OT,1279.74,88
CUST0000635984,LA,YF,3700.09,215
CUST0000636231,UM,,2314.57,71
CUST0000636345,MM,YF,2762.13,210
CUST0000637084,MM,OT,2470.88,152
CUST0000637466,MM,,130.2,8
CUST0000637538,MM,OT,12.08,1
CUST0000637566,MM,OT,728.75,135
CUST0000637775,UM,,19.52,5
CUST0000638188,MM,OT,23.34,3
CUST0000638436,UM,YA,3774.63,346
CUST0000638750,XX,OT,1.04,1
CUST0000638765,XX,OT,10.15,1
CUST0000639103,MM,YA,159.22,31
CUST0000639245,MM,OT,152.84,5
CUST0000639274,UM,,2293.66,173
CUST0000639430,UM,YA,744.09,120
CUST0000639530,UM,OT,514.12,90
CUST0000639696,XX,YF,7.52,2
CUST0000639926,LA,OF,481.74,44
CUST0000640069,MM,OT,130.23,15
CUST0000640095,MM,YF,1545.37,264
CUST0000640214,MM,OA,2807.38,184
CUST0000640297,MM,OT,1416.92,81
CUST0000640304,UM,YA,375.57,37
CUST0000640695,MM,YF,1176.0,135
CUST0000641059,LA,OT,2150.42,90
CUST0000641510,LA,YA,839.21,81
CUST0000641644,XX,OT,1.74,1
CUST0000642022,UM,YA,134.53,13
CUST0000642033,XX,OT,30.9,2
CUST0000642103,MM,OA,600.78,33
CUST0000642242,MM,,540.36,69
CUST0000642434,UM,OT,3328.93,140
CUST0000642489,MM,OT,1672.02,127
CUST0000642605,UM,OA,964.27,114
CUST0000642691,XX,OT,1.95,1
CUST0000642749,UM,YA,183.08,23
CUST0000643023,LA,OT,18.54,2
CUST0000643072,UM,PE,1273.53,84
CUST0000643095,UM,YA,934.75,187
CUST0000643107,LA,YF,1200.94,61
CUST0000643225,LA,OF,3428.56,254
CUST0000643410,LA,OF,1194.56,66
CUST0000643423,UM,OT,37.6,2
CUST0000643482,MM,YA,329.85,15
CUST0000643960,XX,OT,0.08,4
CUST0000644004,LA,,1480.21,84
CUST0000644243,MM,PE,118.65,43
CUST0000644550,LA,,76.71,31
CUST0000644552,MM,OT,32.42,1
CUST0000644632,UM,OA,3592.12,159
CUST0000644927,UM,OA,539.52,16
CUST0000645135,LA,OT,217.54,37
CUST0000645292,MM,OT,900.2,63
CUST0000645503,XX,OT,2.63,1
CUST0000645660,MM,OT,816.05,24
CUST0000645743,LA,OT,15.43,1
CUST0000645774,MM,OT,1034.9,280
CUST0000646378,UM,PE,237.46,37
CUST0000646402,MM,PE,389.45,43
CUST0000646404,MM,YA,1324.07,28
CUST0000646413,XX,YF,40.02,10
CUST0000646727,MM,,908.73,56
CUST0000646782,MM,OA,230.12,21
CUST0000646796,MM,OT,387.01,45
CUST0000646899,LA,OA,619.5,110
CUST0000647000,MM,OT,236.4,11
CUST0000647002,LA,OT,333.92,19
CUST0000647016,UM,OT,492.81,62
CUST0000647120,MM,OT,2375.19,139
CUST0000647281,LA,OT,66.39,19
CUST0000647381,UM,OT,339.88,19
CUST0000647649,LA,OT,544.77,54
CUST0000647993,MM,OT,87.23,2
CUST0000648182,MM,,2636.14,71
CUST0000648398,MM,YA,2505.84,251
CUST0000648598,UM,OT,606.3,54
CUST0000648788,MM,YA,5455.56,593
CUST0000649480,LA,,102.9,33
CUST0000649759,MM,OT,1901.72,111
CUST0000650053,MM,,54.88,11
CUST0000650230,UM,OT,524.87,48
CUST0000650255,UM,YA,75.59,11
CUST0000650512,MM,YF,75.09,9
CUST0000650694,MM,OT,143.16,31
CUST0000650723,UM,OT,26.14,2
CUST0000650760,XX,OT,10.31,4
CUST0000650784,UM,OT,3271.69,199
CUST0000650810,LA,OA,486.22,41
CUST0000651171,MM,,348.16,40
CUST0000651261,LA,OT,980.26,121
CUST0000651826,MM,OT,2459.64,151
CUST0000652173,LA,,961.72,82
CUST0000652578,LA,YA,103.49,17
CUST0000652579,UM,OT,928.96,107
CUST0000652656,XX,OT,4.51,1
CUST0000652788,LA,,991.81,38
CUST0000653101,LA,,420.9,59
CUST0000653413,LA,OT,278.92,65
CUST0000653545,LA,OT,2567.21,32
CUST0000654017,MM,OT,1481.0,250
CUST0000654095,UM,OT,350.05,19
CUST0000654184,UM,OT,2899.53,121
CUST0000654492,MM,,1005.04,69
CUST0000654686,UM,,1005.91,47
CUST0000654951,UM,PE,622.73,63
CUST0000655015,MM,OT,998.72,47
CUST0000655152,XX,OT,49.16,4
CUST0000655437,MM,YF,1267.7,257
CUST0000655517,UM,OT,98.27,19
CUST0000655617,LA,YA,1247.87,197
CUST0000655620,UM,OT,5248.94,505
CUST0000656130,MM,YF,2705.85,100
CUST0000656319,UM,OA,2063.4,148
CUST0000656457,LA,OT,151.17,20
CUST0000656750,MM,,227.68,29
CUST0000656926,MM,YF,1255.28,82
CUST0000657147,XX,OT,21.08,5
CUST0000657173,XX,OT,4.5,1
CUST0000657423,LA,YF,4427.13,149
CUST0000657439,LA,OT,249.08,34
CUST0000657924,LA,OF,1632.17,138
CUST0000658002,UM,OT,37.98,1
CUST0000658225,UM,YF,477.28,33
CUST0000658490,MM,OT,1893.35,228
CUST0000658589,MM,YA,3025.92,167
CUST0000658739,MM,,2649.86,183
CUST0000659009,MM,OT,341.57,11
CUST0000659351,MM,OA,328.99,39
CUST0000659515,MM,YF,747.85,31
CUST0000659646,LA,OT,451.26,74
CUST0000659723,UM,YA,845.79,97
CUST0000659863,UM,OT,865.35,92
CUST0000660590,MM,OT,889.98,73
CUST0000660742,MM,YA,805.58,43
CUST0000661598,LA,YA,1597.84,174
CUST0000661833,LA,OT,561.26,34
CUST0000662710,XX,OT,7.35,1
CUST0000662729,UM,OT,148.92,14
CUST0000662876,LA,,637.45,63
CUST0000662970,UM,,750.23,139
CUST0000663137,XX,OT,7.88,2
CUST0000663881,UM,YA,624.56,52
CUST0000664070,MM,OF,445.09,37
CUST0000664278,MM,OT,1934.76,133
CUST0000664457,UM,OT,51.04,4
CUST0000664767,LA,OA,913.89,58
CUST0000664935,UM,YA,1311.65,38
CUST0000665019,MM,OT,1297.45,142
CUST0000665049,UM,YA,988.15,81
CUST0000665227,MM,OT,1258.65,296
CUST0000665484,UM,PE,1374.91,123
CUST0000665542,UM,OA,60.63,15
CUST0000665835,LA,PE,1045.32,173
CUST0000665935,UM,OT,591.3,56
CUST0000666129,XX,OA,9.6,1
CUST0000666276,MM,YF,4056.91,156
CUST0000666447,MM,OT,105.23,3
CUST0000667131,LA,OT,817.29,33
CUST0000667692,LA,YF,417.05,80
CUST0000667758,MM,OT,52.17,36
CUST0000668209,UM,,1405.81,131
CUST0000668226,XX,PE,10.57,3
CUST0000668892,UM,OT,743.42,46
CUST0000669138,MM,YF,1228.69,47
CUST0000669277,MM,OT,905.06,15
CUST0000669669,XX,OT,3.26,1
CUST0000669802,MM,YA,1541.79,186
CUST0000670072,LA,OF,1470.84,75
CUST0000670118,MM,PE,321.59,53
CUST0000670191,MM,,1426.71,123
CUST0000670207,UM,OT,3242.28,424
CUST0000670504,LA,OA,1413.28,187
CUST0000670651,UM,OT,176.06,5
CUST0000670676,UM,OT,5441.46,208
CUST0000670736,MM,YF,3301.68,76
CUST0000670740,XX,OT,8.74,1
CUST0000671085,MM,OF,4898.33,222
CUST0000671159,MM,OT,47.98,3
CUST0000671253,MM,YA,3294.13,307
CUST0000671743,MM,OT,805.02,74
CUST0000672261,MM,YA,306.7,59
CUST0000672263,MM,OT,84.07,5
CUST0000672316,LA,YF,370.83,23
CUST0000672497,UM,OT,90.06,12
CUST0000672560,MM,YA,19.54,4
CUST0000672612,UM,OA,2913.78,199
CUST0000672665,UM,OT,2332.65,77
CUST0000672930,UM,OT,30.98,1
CUST0000673066,MM,OT,239.05,12
CUST0000673133,XX,OT,11.39,2
CUST0000673197,MM,OT,1302.14,59
CUST0000673256,UM,OT,2068.76,126
CUST0000673736,UM,OT,204.01,67
CUST0000673744,MM,OT,29.34,4
CUST0000673939,LA,OT,7.74,3
CUST0000674288,LA,YF,1880.22,160
CUST0000674372,XX,OT,2.02,1
CUST0000674767,UM,OT,148.6,6
CUST0000674832,MM,OT,547.09,95
CUST0000675272,UM,OT,236.06,35
CUST0000675797,UM,PE,250.91,71
CUST0000675844,UM,PE,855.45,72
CUST0000676167,LA,PE,1684.11,456
CUST0000676446,UM,OT,75.91,16
CUST0000676746,LA,YA,1921.46,145
CUST0000676995,UM,OA,3701.53,146
CUST0000677070,MM,YF,3099.51,293
CUST0000677237,MM,,1091.77,141
CUST0000677440,MM,OT,353.72,9
CUST0000677532,LA,YA,319.92,104
CUST0000678184,LA,OT,473.32,39
CUST0000678277,MM,,865.88,83
CUST0000678300,LA,OT,27.84,1
CUST0000678391,UM,OT,275.42,33
CUST0000679226,LA,,1778.2,336
CUST0000679415,MM,OT,811.97,64
CUST0000679706,LA,YF,3442.79,183
CUST0000679829,MM,OT,122.54,16
CUST0000679894,MM,YF,898.75,112
CUST0000680051,LA,PE,49.16,6
CUST0000680311,MM,,930.12,97
CUST0000680689,LA,OA,187.96,26
CUST0000680694,MM,OT,130.55,4
CUST0000680928,MM,YF,4852.52,335
CUST0000680972,MM,YF,2457.5,115
CUST0000680983,UM,OT,1223.52,122
CUST0000681047,UM,OT,416.37,20
CUST0000681227,UM,YA,1941.06,136
CUST0000681735,MM,,1409.73,94
CUST0000681997,LA,YA,1141.67,65
CUST0000682110,MM,,38.37,2
CUST0000682120,MM,YF,1485.07,49
CUST0000682138,XX,OT,3.1,1
CUST0000682212,UM,OT,2166.78,95
CUST0000682462,LA,YF,5806.15,824
CUST0000682663,LA,OT,46.91,2
CUST0000682771,LA,OT,121.53,7
CUST0000683554,MM,YA,2616.47,287
CUST0000683624,UM,OT,507.49,95
CUST0000683937,MM,,576.68,42
CUST0000684188,XX,OT,12.15,1
CUST0000684245,MM,YA,30.5,16
CUST0000684627,MM,OT,1170.65,77
CUST0000684800,MM,OT,3970.65,274
CUST0000685699,MM,YA,41.33,9
CUST0000685886,MM,,5080.86,382
CUST0000686045,MM,OT,76.46,4
CUST0000686158,UM,OA,1175.19,164
CUST0000686580,LA,OA,4463.76,360
CUST0000687027,LA,OA,284.21,49
CUST0000687089,UM,OA,117.78,29
CUST0000687099,MM,YF,366.7,69
CUST0000687290,MM,OT,2313.33,143
CUST0000687529,MM,OA,276.46,34
CUST0000687717,LA,YA,324.17,57
CUST0000687859,LA,YF,85.66,22
CUST0000688346,LA,OF,203.22,30
CUST0000688474,XX,OA,45.99,9
CUST0000688867,MM,YA,1649.76,134
CUST0000688872,MM,OT,350.55,90
CUST0000689173,XX,OT,0.49,1
CUST0000689293,UM,OT,1142.48,63
CUST0000689445,MM,OT,60.59,3
CUST0000689627,MM,OT,84.66,21
CUST0000689800,LA,OT,4285.47,613
CUST0000689905,UM,YA,3258.05,85
CUST0000689944,XX,,37.03,5
CUST0000690034,MM,OT,300.42,6
CUST0000690291,LA,YF,90.18,8
CUST0000690430,MM,OT,2282.19,42
CUST0000690457,LA,YF,297.29,31
CUST0000690481,UM,OA,817.46,78
CUST0000690650,UM,PE,4375.74,394
CUST0000690721,LA,YF,1652.64,151
CUST0000690958,UM,YA,179.38,24
CUST0000691024,MM,OT,27.26,9
CUST0000691049,UM,OT,41.75,1
CUST0000691264,MM,OT,160.7,12
CUST0000691334,MM,YF,1703.22,69
CUST0000692015,MM,YF,2448.97,203
CUST0000692058,MM,OT,274.05,45
